T01n0001    長阿含經【後秦 佛陀耶舍共竺佛念譯】
T52n2115   19  鐔津文集【宋 契嵩撰】
T52n2116    5  辯偽錄【元 祥邁撰】
T52n2117    2  三教平心論【元 劉謐撰】
T52n2118    5  折疑論【師子比丘述註】
T52n2119    1  寺沙門玄奘上表記【】
T52n2120    6  代宗朝贈司空大辨正廣智三藏和上表制集【唐 圓照集】
T53n2121   50  經律異相【梁 寶唱等集】
T53n2122  100  法苑珠林【唐 道世撰】
T54n2123   20  諸經要集【唐 道世集】
T54n2124    1  法門名義集【唐 李師政撰】
T54n2125    4  南海寄歸內法傳【唐 義淨撰】
T54n2126    3  大宋僧史略【宋 贊寧撰】
T54n2127    3  釋氏要覽【宋 道誠集】
T54n2128  100  一切經音義【唐 慧琳撰】
T54n2129   10  續一切經音義【宋 希麟集】
T54n2130   10  翻梵語【】
T54n2131    7  翻譯名義集【宋 法雲編】
T54n2132    1  悉曇字記【唐 智廣撰】
T54n2133A   1  梵語千字文【唐 義淨撰】
T54n2133B   1  梵語千字文【唐 義淨撰】
T54n2134    1  唐梵文字【唐 全真集】
T54n2135    1  梵語雜名【唐 禮言集】
T54n2136    1  唐梵兩語雙對集【唐 僧怛多蘖多．波羅瞿那彌捨沙集】
T54n2137    3  金七十論【陳 真諦譯】
T54n2138    1  勝宗十句義論【慧月造  唐 玄奘譯】
T54n2139    2  老子化胡經(第一．第十)【】
T54n2140    1  摩尼教下部讚【】
T54n2141A   1  摩尼光佛教法儀略【唐 拂多誕譯】
T54n2141B   1  波斯教殘經【】
T54n2142    1  序聽迷詩所經【】
T54n2143    1  景教三威蒙度讚【】
T54n2144    1  大秦景教流行中國碑頌【唐 景淨述】
T55n2145   15  出三藏記集【梁 僧祐撰】
T55n2146    7  眾經目錄【隋 法經等撰】
T55n2147    5  眾經目錄【隋 彥琮撰】
T55n2148    5  眾經目錄【唐 靜泰撰】
T55n2149   10  大唐內典錄【唐 道宣撰】
T55n2150    1  續大唐內典錄【唐 道宣撰】
T55n2151    4  古今譯經圖紀【唐 靖邁撰】
T55n2152    1  續古今譯經圖紀【唐 智昇撰】
T55n2153   15  大周刊定眾經目錄【唐 明佺等撰】
T55n2154   20  開元釋教錄【唐 智昇撰】
T55n2155    4  開元釋教錄略出【唐 智昇撰】
T55n2156    3  大唐貞元續開元釋教錄【唐 圓照集】
T55n2157   30  貞元新定釋教目錄【唐 圓照撰】
T55n2158    1  續貞元釋教錄【南唐 恒安集】
T55n2159    1  傳教大師將來台州錄【日本 最澄撰】
T55n2160    1  傳教大師將來越州錄【日本 最澄撰】
T55n2161    1  御請來目錄【日本 空海撰】
T55n2162    1  根本大和尚真跡策子等目錄【】
T55n2163    1  常曉和尚請來目錄【日本 常曉撰】
T55n2164    1  靈巖寺和尚請來法門道具等目錄【日本 圓行撰】
T55n2165    1  日本國承和五年入唐求法目錄【日本 圓仁撰】
T55n2166    1  慈覺大師在唐送進錄【日本 圓仁撰】
T55n2167    1  入唐新求聖教目錄【日本 圓仁撰】
T55n2168A   1  惠運禪師將來教法目錄【日本 惠運撰】
T55n2168B   1  惠運律師書目錄【日本 惠運撰】
T55n2169    1  開元寺求得經疏記等目錄【日本 圓珍撰】
T55n2170    1  福州溫州台州求得經律論疏記外書等目錄【日本 圓珍撰】
T55n2171    1  青龍寺求法目錄【日本 圓珍撰】
T55n2172    1  日本比丘圓珍入唐求法目錄【日本 圓珍撰】
T55n2173    1  智證大師請來目錄【日本 圓珍撰】
T55n2174A   1  新書寫請來法門等目錄【日本 宗叡撰】
T55n2174B   1  禪林寺宗叡僧正目錄【】
T55n2175    1  錄外經等目錄【】
T55n2176    2  諸阿闍梨真言密教部類總錄【日本 安然集】
T55n2177    1  華嚴宗章疏并因明錄【日本 圓超錄】
T55n2178    1  天台宗章疏【日本 玄日錄】
T55n2179    1  三論宗章疏【日本 安遠錄】
T55n2180    1  法相宗章疏【日本 平祚錄】
T55n2181    1  注進法相宗章疏【日本 藏俊撰】
T55n2182    1  律宗章疏【日本 榮穩錄】
T55n2183    1  東域傳燈目錄【日本 永超集】
T55n2184    3  新編諸宗教藏總錄【高麗 義天錄】
T85n2732    1  梁朝傅大士頌金剛經【】
T85n2733    2  御注金剛般若波羅蜜經宣演【唐 道氤撰】
T85n2734    1  金剛暎卷上【唐 寶達集】
T85n2735    2  金剛般若經旨贊【唐 曇曠撰】
T85n2736    1  金剛般若經依天親菩薩論贊略釋秦本義記卷上【唐 知恩撰】
T85n2737    1  金剛經疏【】
T85n2738    1  金剛經疏【】
T85n2739    1  金剛般若經挾註【】
T85n2740    1  金剛般若義記【】
T85n2741    1  金剛般若經疏【】
T85n2742    1  金剛般若波羅蜜經傳外傳卷下【】
T85n2743    1  持誦金剛經靈驗功德記【】
T85n2744    1  仁王般若實相論卷第二【】
T85n2745    1  仁王經疏【】
T85n2746    1  般若波羅蜜多心經還源述【】
T85n2747    1  挾註波羅蜜多心經【】
T85n2748    1  法華義記卷第三【】
T85n2749    1  法華經疏【】
T85n2750    1  法華經疏【】
T85n2751    1  法華經疏【】
T85n2752    1  法華問答【】
T85n2753    1  華嚴經章【】
T85n2754    1  華嚴略疏卷第三【】
T85n2755    1  華嚴經疏【】
T85n2756    1  華嚴經義記卷第一【後魏 慧光撰】
T85n2757    1  華嚴經疏卷第三【新羅 元曉撰】
T85n2758    1  十地義記卷第一【】
T85n2759    1  無量壽經義記卷下【】
T85n2760    1  無量壽觀經義記【】
T85n2761    1  勝鬘經記【】
T85n2762    1  勝鬘經疏【昭法師撰】
T85n2763    1  挾注勝鬘經【】
T85n2764A   1  涅槃經義記【】
T85n2764B   1  大涅槃經義記卷第四【】
T85n2765    1  涅槃經疏【】
T85n2766    1  藥師經疏【】
T85n2767    1  藥師經疏【】
T85n2768    1  維摩義記【】
T85n2769    1  維摩經義記卷第四【】
T85n2770    1  維摩經疏【】
T85n2771    1  維摩經疏【】
T85n2772    2  維摩經疏卷第三．第六【】
T85n2773    1  維摩經抄【】
T85n2774    1  維摩經疏【】
T85n2775    1  維摩疏釋前小序抄【】
T85n2776    1  釋肇序【唐 體請記】
T85n2777    2  淨名經集解關中疏【唐 道掖撰】
T85n2778    2  淨名經關中釋抄【唐 道掖撰】
T85n2779    1  佛說楞伽經禪門悉談章【】
T85n2780    1  溫室經疏【唐 慧淨撰】
T85n2781    1  盂蘭盆經讚述【唐 慧淨撰】
T85n2782    1  大乘稻芉經隨聽疏【唐 法成撰】
T85n2783    1  大乘稻芉經隨聽疏決【】
T85n2784    1  大乘四法經釋抄【】
T85n2785    1  大乘四法經論廣釋開決記【】
T85n2786    1  天請問經疏【】
T85n2787    3  四分戒本疏卷第一．第二．第三【】
T85n2788    1  律戒本疏【】
T85n2789    1  律戒本疏【】
T85n2790    1  律雜抄【】
T85n2791    1  宗四分比丘隨門要略行儀【】
T85n2792    1  毘尼心【】
T85n2793    1  三部律抄【】
T85n2794    1  律抄【】
T85n2795    2  四部律并論要用抄【】
T85n2796    1  律抄第三卷手決【】
T85n2797    1  梵網經述記卷第一【】
T85n2798    1  本業瓔珞經疏【】
T85n2799    2  十地論義疏卷第一．第三【北周 法上撰】
T85n2800    1  廣百論疏卷第一【唐 文軌撰】
T85n2801    6  瑜伽師地論分門記【唐 法成撰．智慧山記】
T85n2802    4  瑜伽論手記【唐 法成述．福慧記】
T85n2803    1  地持義記卷第四【】
T85n2804    1  唯識三十論要釋【】
T85n2805    2  攝大乘講疏卷第五．第七【】
T85n2806    1  攝大乘論抄【】
T85n2807    1  攝大乘論章卷第一【】
T85n2808    1  攝論章卷第一【】
T85n2809    1  攝大乘義章卷第四【】
T85n2810    1  大乘百法明門論開宗義記【唐 曇曠撰】
T85n2811    1  大乘百法明門論開宗義記序釋【】
T85n2812    1  大乘百法明門論開宗義決【唐 曇曠撰】
T85n2813    2  大乘起信論略述【唐 曇曠撰】
T85n2814    3  大乘起信論廣釋卷第三．四．五【唐 曇曠撰】
T85n2815    1  起信論註【】
T85n2816    1  因緣心釋論開決記【】
T85n2817    1  大乘經纂要義【】
T85n2818    1  大乘二十二問本【】
T85n2819    1  諸經要抄【】
T85n2820    1  菩薩藏修道眾經抄卷第十二【】
T85n2821    1  諸經要略文【】
T85n2822    1  大乘要語【】
T85n2823    1  大乘入道次第開決【唐 曇曠撰】
T85n2824    1  天台分門圖【】
T85n2825    2  真言要決卷第一．第三【】
T85n2826    1  略諸經論念佛法門往生淨土集卷上【唐 慧日撰】
T85n2827    2  淨土五會念佛誦經觀行儀卷中．下【唐 法照撰】
T85n2828    1  大乘淨土讚【】
T85n2829    1  持齋念佛懺悔禮文【】
T85n2830A   1  道安法師念佛讚【】
T85n2830B   1  道安法師念佛讚文【】
T85n2831    1  無心論【】
T85n2832    1  南天竺國菩提達摩禪師觀門【】
T85n2833    1  觀心論【】
T85n2834    1  大乘無生方便門【】
T85n2835    1  大乘開心顯性頓悟真宗論【唐 慧光釋】
T85n2836    1  大乘北宗論【唐 慧光釋】
T85n2837    1  楞伽師資記【唐 淨覺集】
T85n2838    1  傳法寶紀【唐 杜朏撰】
T85n2839    1  讚禪門詩【】
T85n2840    1  三界圖【】
T85n2841    1  大佛略懺【】
T85n2842    1  印沙佛文【】
T85n2843    1  大悲啟請【】
T85n2844    1  文殊師利菩薩無相十禮【】
T85n2845    1  押座文類【】
T85n2846    1  祈願文【】
T85n2847    1  祈願文【】
T85n2848    1  迴向文【】
T85n2849    1  大乘四齋日【】
T85n2850    1  地藏菩薩十齋日【】
T85n2851    1  和菩薩戒文【】
T85n2852    1  入布薩堂說偈文等【】
T85n2853    1  布薩文等【】
T85n2854    1  禮懺文【】
T85n2855    1  禮懺文【】
T85n2856    1  禮懺文【】
T85n2857    1  索法號義辯諷誦文【】
T85n2858    1  大目乾連冥間救母變文并圖【】
T85n2859    1  惠遠外傳【】
T85n2860    1  府君存惠傳【】
T85n2861    1  泉州千佛新著諸祖師頌【】
T85n2862    1  大蕃沙洲釋門教法和尚洪辯修功德記【】
T85n2863    1  王梵志詩集【】
T85n2864    1  進旨【】
T85n2865    1  護身命經【界　比丘道真】
T85n2866    1  護身命經【】
T85n2867    1  慈仁問八十種好經【】
T85n2868    2  決罪福經【】
T85n2869    1  妙好寶車經【】
T85n2870    1  像法決疑經【】
T85n2871    3  大通方廣懺悔滅罪莊嚴成佛經【】
T85n2872    1  妙法蓮華經廣量天地品第二十九【】
T85n2873    1  首羅比丘經【】
T85n2874    1  小法滅盡經【】
T85n2875    1  大方廣華嚴十惡品經【】
T85n2876    1  天公經【】
T85n2877    1  如來在金棺囑累清淨莊嚴敬福經【】
T85n2878    1  救疾經【】
T85n2879    1  普賢菩薩說證明經【】
T85n2880    3  究竟大悲經卷第二．三．四【】
T85n2881    1  善惡因果經【】
T85n2882    1  呪魅經【】
T85n2883    1  法王經【】
T85n2884    1  大威儀請問【】
T85n2885    2  佛性海藏智慧解脫破心相經【】
T85n2886    1  佛為心王菩薩說投陀經卷上【五陰山室寺惠辨禪師註】
T85n2887    1  父母恩重經【】
T85n2888    1  延壽命經【】
T85n2889    1  續命經【】
T85n2890    1  如來成道經【】
T85n2891    1  山海慧菩薩經【】
T85n2892    1  現報當受經【】
T85n2893    1  大辯邪正經【】
T85n2894    1  三廚經【西國婆羅門達多羅及闍那崛多等奉詔譯】
T85n2895    1  要行捨身經【】
T85n2896    1  示所犯者瑜伽法鏡經【】
T85n2897    1  天地八陽神呪經【唐 三藏法師義淨奉詔譯】
T85n2898    1  高王觀世音經【】
T85n2899    1  妙法蓮華經馬明菩薩品第三十【】
T85n2900    1  齋法清淨經【】
T85n2901    1  法句經【】
T85n2902    1  法句經疏【】
T85n2903    1  無量大慈教經【】
T85n2904    1  七千佛神符經【】
T85n2905    1  現在十方千五百佛名並雜佛同號【】
T85n2906    1  三萬佛同根本神祕之印並法龍種上尊王佛法【】
T85n2907    1  普賢菩薩行願王經【】
T85n2908    1  大方廣佛華嚴經普賢菩薩行願王品【】
T85n2909    1  地藏菩薩經【】
T85n2910    1  金有陀羅尼經【】
T85n2911    1  讚僧功德經【】
T85n2912    1  無常三啟經【】
T85n2913    1  七女觀經【】
T85n2914    1  觀經【】
T85n2915    1  救諸眾生一切苦難經【】
T85n2916    1  勸善經【】
T85n2917A   1  新菩薩經【】
T85n2917B   1  新菩薩經【】
T85n2918    1  釋家觀化還愚經【】
T85n2919    1  佛母經【】
X01n0001    1  圓覺經佚文【】
X01n0005    1  無量壽經會譯【清 魏源會譯】
X01n0006    1  阿彌陀經異本【】
X01n0008    4  楞伽阿跋多羅寶經會譯【明 員珂會譯】
X01n0010    2  大明仁孝皇后夢感佛說第一希有大功德經【】
X01n0011    1  佛說無量壽佛名號利益大事因緣經【曹魏 康僧鎧譯】
X01n0012    1  觀世音菩薩往生淨土本緣經【失譯 附西晉錄】
X01n0013    1  念佛超脫輪迴捷徑經【】
X01n0014    1  十往生阿彌陀佛國經【失譯 出周錄】
X01n0015    1  淨度三昧經【】
X01n0017    1  佛說長壽滅罪護諸童子陀羅尼經【唐 佛陀波利譯】
X01n0019    1  佛說斷溫經【】
X01n0020    1  佛說地藏菩薩發心因緣十王經【唐 藏川述】
X01n0021    1  佛說預修十王生七經【唐 藏川述】
X01n0023    1  大藏正教血盆經【】
X01n0024    1  壽生經【】
X01n0025    1  化珠保命真經【】
X01n0026    2  大梵天王問佛決疑經【】
X01n0027    1  大梵天王問佛決疑經【】
X01n0028    1  造像量度經【清 工布查布譯】
X01n0034    1  觀世音菩薩救苦經【】
X02n0057    1  十二禮【龍樹菩薩造　禪那崛多別譯】
X02n0181    1  大聖妙吉祥菩薩最勝威德祕密八字陀羅尼修行念誦儀軌次第法【義雲法金剛．菩提仙同譯】
X02n0182    1  正了知王藥叉眷屬法【唐 義淨譯】
X02n0183    1  二十八夜叉大軍王名號【梁 僧伽婆羅譯抄之】
X02n0184    1  二十八藥叉大將名號【唐 不空譯抄之】
X02n0185    1  權現金色迦那婆底九目天法【唐 菩提留支譯】
X02n0188    1  祕密要術法【唐 阿謨伽譯】
X02n0190    1  阿迦陀密一印千類千轉三使者成就經法【唐 不空譯】
X02n0191    1  七俱胝准提陀羅尼念誦儀軌【唐 不空譯】
X02n0192    1  佛說如意虗空藏菩薩陀羅尼經【唐 菩提留支譯】
X02n0193    1  佛說却溫黃神咒經【】
X02n0201    1  五大牛玉雨寶陀羅尼儀軌【縛日羅枳惹曩譯】
X02n0202    1  佛說大如意寶珠輪牛王守護神咒經【阿謨伽三藏譯】
X02n0203    1  作世水宅心陀羅尼【】
X02n0204    1  妙法蓮華三昧祕密三摩耶經【唐 不空譯】
X02n0205    1  佛說阿彌陀佛根本祕密神咒經【曹魏 菩提流支譯】
X02n0206    1  馬鳴菩薩成就悉地念誦【唐 不空譯】
X02n0207    1  十六大羅漢因果識見頌【唐 闍那多迦譯】
X03n0208    1  華嚴經論〔卷十〕【後魏 靈辨造】
X03n0211    1  華嚴經文義記〔卷六〕【唐 靈裕集記】
X03n0218    1  華嚴經入法界品十八問答【唐 澄觀述】
X03n0220    1  華嚴經綸貫【宋 復菴述】
X03n0221   13  續華嚴經略疏刊定記【唐 慧苑述】
X04n0223  120  華嚴經合論【唐 李通玄造論　志寧釐經合論】
X04n0225    4  華嚴經合論簡要【明 李贄簡要】
X05n0226    3  華嚴經合論纂要【明 方澤纂】
X05n0227   10  華嚴經行願品疏【唐 澄觀述】
X05n0228    1  華嚴經行願品疏科【唐 宗密撰集】
X05n0229    6  華嚴經行願品疏鈔【唐 澄觀別行疏　宗密隨疏鈔】
X05n0230    1  華嚴經普賢行願品疏科【宋 遵式治定】
X05n0231   10  華嚴經疏科文【唐 澄觀排定】
X05n0232    9  華嚴經疏鈔玄談【唐 澄觀撰述】
X07n0234   58  華嚴經疏注【唐 澄觀述　宋 淨源錄疏注經】
X08n0235    5  華嚴經談玄抉擇【遼 鮮演述】
X08n0236   40  華嚴懸談會玄記【元 普瑞集】
X08n0237    4  華嚴經文義要決問答【新羅 表員集】
X08n0238    1  華嚴經要解【宋 戒環集】
X08n0239    3  華嚴經吞海集【宋 道通述】
X08n0240   44  華嚴綱要(第1卷-第44卷)【唐 澄觀疏義　明 德清提挈】
X09n0240   36  華嚴綱要(第45卷-第80卷)【唐 澄觀疏義　明 德清提挈】
X09n0241    1  華嚴經綱目貫攝【清 永光錄集】
X09n0242    1  華嚴經三十九品大意【清 永光敬錄】
X09n0243    3  圓覺經大疏【唐 宗密述】
X09n0244    2  圓覺經大疏鈔科【唐 宗密製】
